OrderNumber,OrderDate,CUSTOMER_INDEX,Channel,Warehouse Code,Delivery Region Index,PRODUCT_INDEX,ORDER_QTY,UNIT_PRICE_USD,TOTAL_REVENUE_USD
SO - 0006328,11-02-2016,27,Wholesale,AXW291,2,6,8,247.9,1983.2
SO - 0006329,12-02-2016,1,Wholesale,NXH382,57,12,5,2713.5,13567.5
SO - 0006330,12-02-2016,49,Wholesale,FLR025,61,11,8,3162.4,25299.2
SO - 0006331,12-02-2016,26,Wholesale,AXW291,11,7,5,1078.7,5393.5
SO - 0006332,12-02-2016,34,Distributor,GUT930,40,1,11,2391.9,26310.9
SO - 0006333,12-02-2016,3,Distributor,GUT930,38,2,11,207.7,2284.7
SO - 0006334,12-02-2016,37,Wholesale,NXH382,48,11,12,1125.6,13507.2
SO - 0006335,12-02-2016,44,Wholesale,AXW291,15,12,8,1929.6,15436.8
SO - 0006336,12-02-2016,46,Wholesale,AXW291,14,3,7,2934.6,20542.2
SO - 0006337,12-02-2016,27,Wholesale,GUT930,34,9,5,268,1340
SO - 0006338,12-02-2016,49,Wholesale,NXH382,54,7,7,3979.8,27858.6
SO - 0006339,12-02-2016,22,Distributor,AXW291,29,13,10,2881,28810
SO - 0006340,13-02-2016,35,Distributor,AXW291,31,7,6,254.6,1527.6
SO - 0006341,13-02-2016,9,Export,AXW291,26,7,10,3926.2,39262
SO - 0006342,13-02-2016,16,Wholesale,AXW291,28,7,11,2626.4,28890.4
SO - 0006343,13-02-2016,43,Distributor,AXW291,9,5,10,1869.3,18693
SO - 0006344,13-02-2016,10,Distributor,AXW291,5,2,11,2519.2,27711.2
SO - 0006345,14-02-2016,27,Export,NXH382,48,5,6,1072,6432
SO - 0006346,14-02-2016,46,Export,AXW291,20,2,10,1185.9,11859
SO - 0006347,14-02-2016,18,Export,AXW291,7,10,11,1125.6,12381.6
SO - 0006348,15-02-2016,10,Wholesale,GUT930,34,2,11,3979.8,43777.8
SO - 0006349,15-02-2016,17,Wholesale,GUT930,36,7,10,804,8040
SO - 0006350,15-02-2016,20,Wholesale,GUT930,44,1,12,958.1,11497.2
SO - 0006351,15-02-2016,26,Distributor,NXH382,56,9,9,2680,24120
SO - 0006352,15-02-2016,11,Wholesale,AXW291,10,5,5,1976.5,9882.5
SO - 0006353,15-02-2016,2,Wholesale,AXW291,25,3,8,1038.5,8308
SO - 0006354,15-02-2016,11,Wholesale,AXW291,16,13,5,2559.4,12797
SO - 0006355,15-02-2016,27,Wholesale,AXW291,9,4,9,1118.9,10070.1
SO - 0006356,15-02-2016,48,Distributor,AXW291,28,2,7,2539.3,17775.1
SO - 0006357,16-02-2016,33,Wholesale,AXW291,27,1,5,1125.6,5628
SO - 0006358,16-02-2016,7,Wholesale,NXH382,52,2,6,1996.6,11979.6
SO - 0006359,16-02-2016,36,Wholesale,NXH382,57,6,5,1956.4,9782
SO - 0006360,16-02-2016,44,Export,AXW291,28,9,10,3323.2,33232
SO - 0006361,16-02-2016,42,Wholesale,FLR025,65,9,11,1005,11055
SO - 0006362,17-02-2016,50,Distributor,GUT930,38,7,6,5386.8,32320.8
SO - 0006363,17-02-2016,5,Wholesale,AXW291,12,1,12,5480.6,65767.2
SO - 0006364,17-02-2016,6,Wholesale,GUT930,41,13,11,5185.8,57043.8
SO - 0006365,17-02-2016,12,Distributor,AXW291,17,7,9,1005,9045
SO - 0006366,17-02-2016,36,Wholesale,AXW291,29,5,5,1715.2,8576
SO - 0006367,17-02-2016,23,Wholesale,NXH382,48,2,11,783.9,8622.9
SO - 0006368,18-02-2016,32,Distributor,NXH382,57,6,5,214.4,1072
SO - 0006369,18-02-2016,1,Distributor,AXW291,14,9,7,1058.6,7410.2
SO - 0006370,18-02-2016,29,Distributor,NXH382,53,8,7,1695.1,11865.7
SO - 0006371,18-02-2016,27,Wholesale,AXW291,16,1,8,2385.2,19081.6
SO - 0006372,19-02-2016,31,Wholesale,GUT930,46,6,10,1279.7,12797
SO - 0006373,20-02-2016,36,Wholesale,NXH382,51,4,10,3028.4,30284
SO - 0006374,20-02-2016,38,Wholesale,AXW291,9,13,8,1125.6,9004.8
SO - 0006375,20-02-2016,20,Export,AXW291,29,14,12,904.5,10854
SO - 0006376,20-02-2016,4,Wholesale,NXH382,56,2,12,2425.4,29104.8
SO - 0006377,20-02-2016,18,Wholesale,AXW291,24,12,5,5601.2,28006
SO - 0006378,20-02-2016,1,Wholesale,GUT930,35,11,9,1768.8,15919.2
SO - 0006379,20-02-2016,13,Wholesale,AXW291,2,5,8,1038.5,8308
SO - 0006380,21-02-2016,39,Wholesale,FLR025,64,7,11,904.5,9949.5
SO - 0006381,21-02-2016,37,Wholesale,GUT930,34,13,7,3102.1,21714.7
SO - 0006382,21-02-2016,42,Wholesale,GUT930,44,6,5,2398.6,11993
SO - 0006383,21-02-2016,17,Wholesale,AXW291,4,2,12,2659.9,31918.8
SO - 0006384,21-02-2016,17,Distributor,NXH382,48,1,7,1266.3,8864.1
SO - 0006385,21-02-2016,49,Distributor,NXH382,58,12,8,3879.3,31034.4
SO - 0006386,21-02-2016,27,Wholesale,FLR025,60,9,9,1742,15678
SO - 0006387,21-02-2016,4,Wholesale,GUT930,35,5,12,3242.8,38913.6
SO - 0006388,22-02-2016,34,Distributor,FLR025,64,1,8,1051.9,8415.2
SO - 0006389,22-02-2016,22,Wholesale,AXW291,28,11,7,1139,7973
SO - 0006390,22-02-2016,48,Distributor,GUT930,46,2,11,5159,56749
SO - 0006391,22-02-2016,34,Distributor,AXW291,11,1,9,3691.7,33225.3
SO - 0006392,22-02-2016,31,Export,AXW291,22,2,12,797.3,9567.6
SO - 0006393,22-02-2016,36,Wholesale,NXH382,57,10,9,1969.8,17728.2
SO - 0006394,22-02-2016,4,Export,AXW291,13,11,6,201,1206
SO - 0006395,23-02-2016,34,Wholesale,GUT930,35,4,10,5453.8,54538
SO - 0006396,23-02-2016,39,Wholesale,FLR025,60,7,6,5038.4,30230.4
SO - 0006397,24-02-2016,1,Wholesale,AXW291,24,11,6,2324.9,13949.4
SO - 0006398,24-02-2016,6,Wholesale,AXW291,13,13,6,3417,20502
SO - 0006399,24-02-2016,50,Wholesale,AXW291,22,5,6,1333.3,7999.8
SO - 0006400,24-02-2016,36,Wholesale,AXW291,26,7,5,5219.3,26096.5
SO - 0006401,25-02-2016,35,Export,GUT930,34,7,12,1078.7,12944.4
SO - 0006402,25-02-2016,39,Export,AXW291,15,9,8,1849.2,14793.6
SO - 0006403,25-02-2016,6,Distributor,AXW291,2,10,5,1333.3,6666.5
SO - 0006404,25-02-2016,17,Export,AXW291,14,2,12,2010,24120
SO - 0006405,26-02-2016,8,Export,GUT930,35,13,11,857.6,9433.6
SO - 0006406,26-02-2016,37,Wholesale,FLR025,63,1,7,3973.1,27811.7
SO - 0006407,27-02-2016,26,Distributor,GUT930,43,1,11,1118.9,12307.9
SO - 0006408,27-02-2016,25,Export,AXW291,9,5,12,2532.6,30391.2
SO - 0006409,27-02-2016,41,Distributor,NXH382,47,5,12,3544.3,42531.6
SO - 0006410,27-02-2016,24,Wholesale,NXH382,58,9,11,2586.2,28448.2
SO - 0006411,27-02-2016,19,Wholesale,NXH382,56,1,5,3839.1,19195.5
SO - 0006412,27-02-2016,48,Wholesale,FLR025,65,7,7,1058.6,7410.2
SO - 0006413,28-02-2016,28,Wholesale,AXW291,6,13,12,167.5,2010
SO - 0006414,28-02-2016,11,Wholesale,AXW291,8,2,11,924.6,10170.6
SO - 0006415,28-02-2016,29,Export,AXW291,16,1,9,4013.3,36119.7
SO - 0006416,28-02-2016,22,Export,NXH382,47,9,12,864.3,10371.6
SO - 0006417,28-02-2016,11,Wholesale,AXW291,30,7,6,2371.8,14230.8
SO - 0006418,28-02-2016,12,Wholesale,GUT930,42,8,12,214.4,2572.8
SO - 0006419,29-02-2016,41,Distributor,AXW291,1,2,10,1058.6,10586
SO - 0006420,29-02-2016,4,Distributor,GUT930,39,5,11,1065.3,11718.3
SO - 0006421,29-02-2016,22,Wholesale,GUT930,35,2,7,1105.5,7738.5
SO - 0006422,29-02-2016,18,Distributor,GUT930,41,5,10,2646.5,26465
SO - 0006423,01-03-2016,8,Wholesale,NXH382,47,1,7,2264.6,15852.2
SO - 0006424,01-03-2016,2,Distributor,NXH382,50,5,10,1232.8,12328
SO - 0006425,01-03-2016,40,Wholesale,AXW291,27,3,6,3819,22914
SO - 0006426,01-03-2016,39,Wholesale,AXW291,6,4,11,1011.7,11128.7
SO - 0006427,01-03-2016,34,Export,AXW291,24,6,8,2566.1,20528.8
SO - 0006428,02-03-2016,22,Export,AXW291,2,7,12,2934.6,35215.2
SO - 0006429,02-03-2016,3,Wholesale,AXW291,17,1,7,1159.1,8113.7
SO - 0006430,02-03-2016,50,Distributor,NXH382,51,9,10,1112.2,11122
SO - 0006431,03-03-2016,21,Wholesale,NXH382,48,5,5,1829.1,9145.5
SO - 0006432,03-03-2016,21,Distributor,NXH382,55,5,11,1896.1,20857.1
SO - 0006433,03-03-2016,39,Wholesale,AXW291,22,4,10,2974.8,29748
SO - 0006434,03-03-2016,5,Wholesale,AXW291,22,7,7,5654.8,39583.6
SO - 0006435,03-03-2016,30,Distributor,FLR025,64,10,8,944.7,7557.6
SO - 0006436,03-03-2016,31,Wholesale,GUT930,36,5,12,1782.2,21386.4
SO - 0006437,03-03-2016,7,Wholesale,AXW291,5,7,6,3048.5,18291
SO - 0006438,03-03-2016,16,Wholesale,GUT930,45,9,10,924.6,9246
SO - 0006439,03-03-2016,5,Distributor,AXW291,29,5,10,864.3,8643
SO - 0006440,03-03-2016,37,Distributor,FLR025,63,1,5,2472.3,12361.5
SO - 0006441,03-03-2016,4,Export,GUT930,45,2,8,2666.6,21332.8
SO - 0006442,03-03-2016,41,Distributor,GUT930,41,1,6,1078.7,6472.2
SO - 0006443,04-03-2016,6,Export,NXH382,47,7,10,254.6,2546
SO - 0006444,04-03-2016,27,Wholesale,AXW291,5,7,12,241.2,2894.4
SO - 0006445,04-03-2016,24,Wholesale,GUT930,45,1,6,1025.1,6150.6
SO - 0006446,04-03-2016,29,Distributor,NXH382,51,2,8,2331.6,18652.8
SO - 0006447,04-03-2016,7,Distributor,AXW291,1,2,5,2680,13400
SO - 0006448,04-03-2016,40,Wholesale,AXW291,8,8,9,6190.8,55717.2
SO - 0006449,05-03-2016,45,Wholesale,FLR025,66,11,8,1159.1,9272.8
SO - 0006450,05-03-2016,40,Wholesale,NXH382,47,11,5,2572.8,12864
SO - 0006451,05-03-2016,8,Wholesale,GUT930,46,11,11,6076.9,66845.9
SO - 0006452,05-03-2016,46,Wholesale,NXH382,51,2,7,6338.2,44367.4
SO - 0006453,05-03-2016,17,Distributor,AXW291,8,1,6,5755.3,34531.8
SO - 0006454,05-03-2016,19,Wholesale,AXW291,22,1,6,1105.5,6633
SO - 0006455,05-03-2016,4,Wholesale,AXW291,10,5,11,837.5,9212.5
SO - 0006456,05-03-2016,21,Wholesale,NXH382,49,13,7,3611.3,25279.1
SO - 0006457,06-03-2016,13,Wholesale,GUT930,34,5,8,3959.7,31677.6
SO - 0006458,06-03-2016,32,Wholesale,GUT930,33,5,11,1889.4,20783.4
SO - 0006459,06-03-2016,26,Wholesale,NXH382,54,11,6,2003.3,12019.8
SO - 0006460,06-03-2016,43,Distributor,GUT930,32,7,11,1058.6,11644.6
SO - 0006461,07-03-2016,1,Wholesale,AXW291,25,6,12,1118.9,13426.8
SO - 0006462,07-03-2016,17,Wholesale,FLR025,63,1,9,1829.1,16461.9
SO - 0006463,07-03-2016,31,Wholesale,GUT930,37,2,5,1118.9,5594.5
SO - 0006464,07-03-2016,1,Wholesale,AXW291,14,7,9,1768.8,15919.2
SO - 0006465,08-03-2016,19,Export,GUT930,38,2,8,3999.9,31999.2
SO - 0006466,08-03-2016,3,Wholesale,AXW291,29,7,10,3953,39530
SO - 0006467,08-03-2016,20,Export,AXW291,14,2,11,261.3,2874.3
SO - 0006468,08-03-2016,12,Wholesale,AXW291,15,2,8,3845.8,30766.4
SO - 0006469,08-03-2016,18,Distributor,NXH382,54,9,5,2237.8,11189
SO - 0006470,09-03-2016,27,Export,AXW291,5,14,9,1051.9,9467.1
SO - 0006471,09-03-2016,4,Wholesale,AXW291,29,2,5,1159.1,5795.5
SO - 0006472,09-03-2016,4,Wholesale,AXW291,24,2,11,2907.8,31985.8
SO - 0006473,09-03-2016,14,Wholesale,AXW291,11,7,9,964.8,8683.2
SO - 0006474,09-03-2016,28,Distributor,AXW291,2,5,7,6217.6,43523.2
SO - 0006475,09-03-2016,45,Distributor,NXH382,53,11,7,1259.6,8817.2
SO - 0006476,10-03-2016,13,Export,NXH382,52,1,11,2834.1,31175.1
SO - 0006477,10-03-2016,7,Distributor,GUT930,45,4,6,2572.8,15436.8
SO - 0006478,10-03-2016,47,Wholesale,AXW291,28,8,5,1092.1,5460.5
SO - 0006479,10-03-2016,48,Distributor,AXW291,4,13,11,268,2948
SO - 0006480,11-03-2016,36,Wholesale,FLR025,65,3,8,2278,18224
SO - 0006481,11-03-2016,11,Wholesale,AXW291,28,13,5,904.5,4522.5
SO - 0006482,11-03-2016,40,Wholesale,AXW291,27,5,8,3892.7,31141.6
SO - 0006483,11-03-2016,25,Wholesale,NXH382,51,7,8,2519.2,20153.6
SO - 0006484,11-03-2016,1,Wholesale,AXW291,6,12,11,1721.9,18940.9
SO - 0006485,11-03-2016,38,Export,GUT930,40,8,6,3886,23316
SO - 0006486,12-03-2016,2,Wholesale,GUT930,40,12,7,6137.2,42960.4
SO - 0006487,12-03-2016,17,Export,AXW291,10,4,10,247.9,2479
SO - 0006488,12-03-2016,2,Export,AXW291,21,8,7,2304.8,16133.6
SO - 0006489,12-03-2016,12,Wholesale,AXW291,7,1,12,5293,63516
SO - 0006490,12-03-2016,7,Wholesale,NXH382,49,13,12,2365.1,28381.2
SO - 0006491,13-03-2016,29,Wholesale,AXW291,5,11,12,897.8,10773.6
SO - 0006492,13-03-2016,42,Distributor,NXH382,54,1,11,201,2211
SO - 0006493,13-03-2016,28,Export,AXW291,8,11,9,1031.8,9286.2
SO - 0006494,13-03-2016,11,Wholesale,GUT930,35,11,12,1762.1,21145.2
SO - 0006495,14-03-2016,25,Wholesale,GUT930,32,11,9,1051.9,9467.1
SO - 0006496,14-03-2016,40,Export,GUT930,38,2,12,194.3,2331.6
SO - 0006497,14-03-2016,34,Wholesale,AXW291,10,4,11,1842.5,20267.5
SO - 0006498,14-03-2016,10,Wholesale,NXH382,53,2,6,1065.3,6391.8
SO - 0006499,15-03-2016,44,Wholesale,NXH382,60,1,5,3450.5,17252.5
SO - 0006500,15-03-2016,49,Distributor,NXH382,53,2,8,3591.2,28729.6
SO - 0006501,15-03-2016,21,Export,AXW291,10,7,12,3912.8,46953.6
SO - 0006502,15-03-2016,19,Distributor,FLR025,61,5,6,1025.1,6150.6
SO - 0006503,15-03-2016,17,Wholesale,AXW291,22,1,9,716.9,6452.1
SO - 0006504,16-03-2016,41,Wholesale,AXW291,25,7,9,2807.3,25265.7
SO - 0006505,16-03-2016,29,Wholesale,AXW291,5,1,12,3859.2,46310.4
SO - 0006506,16-03-2016,12,Wholesale,AXW291,27,5,12,6157.3,73887.6
SO - 0006507,16-03-2016,5,Distributor,AXW291,17,2,5,1038.5,5192.5
SO - 0006508,16-03-2016,48,Distributor,GUT930,41,2,10,984.9,9849
SO - 0006509,16-03-2016,11,Export,GUT930,34,7,6,783.9,4703.4
SO - 0006510,17-03-2016,17,Wholesale,NXH382,57,7,11,234.5,2579.5
SO - 0006511,17-03-2016,45,Distributor,AXW291,1,11,8,2465.6,19724.8
SO - 0006512,17-03-2016,22,Distributor,AXW291,23,9,5,1005,5025
SO - 0006513,17-03-2016,14,Distributor,GUT930,41,11,10,1072,10720
SO - 0006514,17-03-2016,36,Wholesale,AXW291,1,10,10,1078.7,10787
SO - 0006515,17-03-2016,12,Wholesale,AXW291,25,5,8,1078.7,8629.6
SO - 0006516,17-03-2016,6,Distributor,AXW291,4,11,6,1956.4,11738.4
SO - 0006517,17-03-2016,19,Wholesale,AXW291,26,7,11,227.8,2505.8
SO - 0006518,17-03-2016,17,Wholesale,AXW291,15,2,6,891.1,5346.6
SO - 0006519,18-03-2016,42,Wholesale,AXW291,23,13,8,1031.8,8254.4
SO - 0006520,18-03-2016,9,Wholesale,GUT930,35,5,11,3088.7,33975.7
SO - 0006521,18-03-2016,45,Wholesale,AXW291,5,7,11,1072,11792
SO - 0006522,19-03-2016,43,Wholesale,AXW291,6,5,11,3892.7,42819.7
SO - 0006523,19-03-2016,13,Export,AXW291,18,2,11,2512.5,27637.5
SO - 0006524,19-03-2016,9,Wholesale,GUT930,36,7,11,1072,11792
SO - 0006525,19-03-2016,17,Wholesale,NXH382,59,1,7,187.6,1313.2
SO - 0006526,19-03-2016,33,Wholesale,AXW291,17,7,5,1782.2,8911
SO - 0006527,19-03-2016,49,Export,AXW291,10,5,6,924.6,5547.6
SO - 0006528,20-03-2016,3,Export,FLR025,62,9,6,3986.5,23919
SO - 0006529,20-03-2016,41,Distributor,FLR025,63,11,11,991.6,10907.6
SO - 0006530,20-03-2016,3,Export,NXH382,47,7,8,2244.5,17956
SO - 0006531,20-03-2016,25,Wholesale,AXW291,14,1,7,1172.5,8207.5
SO - 0006532,21-03-2016,32,Export,NXH382,52,7,10,1782.2,17822
SO - 0006533,21-03-2016,50,Distributor,GUT930,33,1,11,6378.4,70162.4
SO - 0006534,21-03-2016,46,Distributor,AXW291,1,2,9,5152.3,46370.7
SO - 0006535,21-03-2016,40,Wholesale,NXH382,50,2,10,1286.4,12864
SO - 0006536,21-03-2016,10,Wholesale,AXW291,2,7,10,1085.4,10854
SO - 0006537,22-03-2016,7,Distributor,AXW291,22,7,7,1105.5,7738.5
SO - 0006538,22-03-2016,19,Wholesale,AXW291,2,9,8,1098.8,8790.4
SO - 0006539,22-03-2016,7,Wholesale,AXW291,16,11,12,730.3,8763.6
SO - 0006540,22-03-2016,18,Wholesale,AXW291,10,9,10,1058.6,10586
SO - 0006541,22-03-2016,18,Wholesale,GUT930,38,5,8,1078.7,8629.6
SO - 0006542,23-03-2016,40,Wholesale,NXH382,56,5,11,1882.7,20709.7
SO - 0006543,23-03-2016,44,Distributor,GUT930,37,7,8,757.1,6056.8
SO - 0006544,23-03-2016,15,Distributor,AXW291,15,8,11,5159,56749
SO - 0006545,23-03-2016,14,Export,GUT930,33,14,7,3939.6,27577.2
SO - 0006546,23-03-2016,7,Wholesale,NXH382,53,13,9,2438.8,21949.2
SO - 0006547,23-03-2016,40,Distributor,GUT930,44,7,11,1051.9,11570.9
SO - 0006548,24-03-2016,1,Distributor,AXW291,13,10,8,180.9,1447.2
SO - 0006549,24-03-2016,43,Wholesale,NXH382,58,1,5,5762,28810
SO - 0006550,24-03-2016,18,Wholesale,FLR025,65,8,5,2365.1,11825.5
SO - 0006551,24-03-2016,24,Export,AXW291,27,2,9,1105.5,9949.5
SO - 0006552,24-03-2016,7,Wholesale,AXW291,25,1,9,6123.8,55114.2
SO - 0006553,25-03-2016,21,Distributor,AXW291,23,9,9,998.3,8984.7
SO - 0006554,25-03-2016,16,Wholesale,NXH382,53,6,5,2224.4,11122
SO - 0006555,25-03-2016,50,Distributor,GUT930,38,9,11,3939.6,43335.6
SO - 0006556,25-03-2016,31,Export,AXW291,15,9,11,871,9581
SO - 0006557,25-03-2016,50,Distributor,AXW291,6,11,8,817.4,6539.2
SO - 0006558,25-03-2016,33,Distributor,FLR025,63,5,5,1132.3,5661.5
SO - 0006559,25-03-2016,48,Wholesale,AXW291,15,4,8,1118.9,8951.2
SO - 0006560,25-03-2016,3,Wholesale,AXW291,22,1,10,911.2,9112
SO - 0006561,25-03-2016,48,Distributor,NXH382,59,10,12,1005,12060
SO - 0006562,26-03-2016,8,Wholesale,AXW291,29,11,6,3845.8,23074.8
SO - 0006563,26-03-2016,31,Wholesale,AXW291,19,7,8,2572.8,20582.4
SO - 0006564,26-03-2016,49,Wholesale,NXH382,48,7,7,2626.4,18384.8
SO - 0006565,26-03-2016,39,Distributor,AXW291,16,7,5,3926.2,19631
SO - 0006566,26-03-2016,9,Wholesale,AXW291,8,5,5,194.3,971.5
SO - 0006567,27-03-2016,18,Distributor,AXW291,25,7,12,1145.7,13748.4
SO - 0006568,27-03-2016,26,Wholesale,AXW291,23,7,9,234.5,2110.5
SO - 0006569,27-03-2016,6,Export,NXH382,55,11,9,884.4,7959.6
SO - 0006570,27-03-2016,26,Wholesale,AXW291,12,11,11,1132.3,12455.3
SO - 0006571,27-03-2016,21,Distributor,NXH382,60,1,11,3973.1,43704.1
SO - 0006572,28-03-2016,15,Export,NXH382,57,7,8,971.5,7772
SO - 0006573,28-03-2016,10,Wholesale,AXW291,18,11,7,2432.1,17024.7
SO - 0006574,28-03-2016,18,Wholesale,AXW291,11,7,7,3477.3,24341.1
SO - 0006575,28-03-2016,42,Wholesale,AXW291,22,13,8,2680,21440
SO - 0006576,28-03-2016,26,Wholesale,GUT930,43,11,5,5239.4,26197
SO - 0006577,28-03-2016,18,Wholesale,FLR025,65,11,9,6478.9,58310.1
SO - 0006578,29-03-2016,28,Wholesale,AXW291,4,9,10,1072,10720
SO - 0006579,29-03-2016,30,Export,NXH382,54,7,11,2278,25058
SO - 0006580,29-03-2016,26,Distributor,AXW291,4,11,8,2881,23048
SO - 0006581,29-03-2016,42,Wholesale,GUT930,32,5,8,917.9,7343.2
SO - 0006582,29-03-2016,6,Export,GUT930,42,11,12,1822.4,21868.8
SO - 0006583,30-03-2016,9,Wholesale,FLR025,66,5,9,1835.8,16522.2
SO - 0006584,30-03-2016,8,Distributor,FLR025,61,12,11,2787.2,30659.2
SO - 0006585,30-03-2016,45,Wholesale,NXH382,53,7,12,2606.3,31275.6
SO - 0006586,30-03-2016,3,Distributor,AXW291,13,1,7,1025.1,7175.7
SO - 0006587,30-03-2016,10,Distributor,AXW291,9,11,12,194.3,2331.6
SO - 0006588,31-03-2016,49,Distributor,AXW291,25,13,10,5614.6,56146
SO - 0006589,31-03-2016,10,Wholesale,AXW291,9,2,8,3028.4,24227.2
SO - 0006590,31-03-2016,15,Wholesale,AXW291,24,4,5,194.3,971.5
SO - 0006591,31-03-2016,18,Distributor,AXW291,23,5,12,2345,28140
SO - 0006592,01-04-2016,5,Wholesale,NXH382,53,6,5,1922.9,9614.5
SO - 0006593,01-04-2016,13,Wholesale,NXH382,58,4,6,214.4,1286.4
SO - 0006594,01-04-2016,1,Distributor,AXW291,19,2,12,3845.8,46149.6
SO - 0006595,01-04-2016,34,Wholesale,AXW291,18,9,10,1045.2,10452
SO - 0006596,01-04-2016,41,Wholesale,AXW291,9,1,6,2445.5,14673
SO - 0006597,01-04-2016,19,Export,NXH382,53,8,5,1922.9,9614.5
SO - 0006598,01-04-2016,9,Wholesale,AXW291,1,2,11,871,9581
SO - 0006599,02-04-2016,47,Distributor,NXH382,56,5,11,1916.2,21078.2
SO - 0006600,02-04-2016,4,Wholesale,AXW291,24,8,10,3926.2,39262
SO - 0006601,02-04-2016,34,Wholesale,GUT930,32,9,8,3966.4,31731.2
SO - 0006602,02-04-2016,10,Wholesale,AXW291,9,1,8,1855.9,14847.2
SO - 0006603,02-04-2016,18,Distributor,AXW291,27,2,12,3664.9,43978.8
SO - 0006604,03-04-2016,25,Wholesale,AXW291,21,5,12,1943,23316
SO - 0006605,03-04-2016,22,Distributor,FLR025,66,9,6,2706.8,16240.8
SO - 0006606,03-04-2016,3,Wholesale,GUT930,41,2,8,1715.2,13721.6
SO - 0006607,04-04-2016,32,Wholesale,FLR025,66,11,10,1795.6,17956
SO - 0006608,04-04-2016,22,Distributor,GUT930,44,7,7,1286.4,9004.8
SO - 0006609,04-04-2016,34,Distributor,FLR025,64,13,7,2566.1,17962.7
SO - 0006610,04-04-2016,26,Wholesale,AXW291,4,5,10,1105.5,11055
SO - 0006611,04-04-2016,1,Export,FLR025,63,5,7,201,1407
SO - 0006612,04-04-2016,18,Wholesale,AXW291,10,12,5,3946.3,19731.5
SO - 0006613,05-04-2016,49,Distributor,GUT930,41,1,5,1025.1,5125.5
SO - 0006614,05-04-2016,32,Wholesale,FLR025,65,5,6,1929.6,11577.6
SO - 0006615,05-04-2016,42,Wholesale,NXH382,51,11,5,5132.2,25661
SO - 0006616,05-04-2016,28,Export,AXW291,12,7,12,3886,46632
SO - 0006617,05-04-2016,28,Distributor,AXW291,24,7,12,4013.3,48159.6
SO - 0006618,06-04-2016,29,Wholesale,GUT930,35,11,7,2666.6,18666.2
SO - 0006619,06-04-2016,12,Distributor,AXW291,8,7,7,1996.6,13976.2
SO - 0006620,06-04-2016,50,Distributor,GUT930,35,1,6,1085.4,6512.4
SO - 0006621,06-04-2016,30,Wholesale,AXW291,28,2,8,1688.4,13507.2
SO - 0006622,06-04-2016,28,Wholesale,AXW291,19,5,6,1105.5,6633
SO - 0006623,06-04-2016,3,Wholesale,AXW291,14,7,5,3859.2,19296
SO - 0006624,07-04-2016,22,Wholesale,AXW291,24,14,8,1031.8,8254.4
SO - 0006625,07-04-2016,44,Distributor,NXH382,55,5,7,1139,7973
SO - 0006626,07-04-2016,10,Wholesale,GUT930,35,6,8,2472.3,19778.4
SO - 0006627,07-04-2016,3,Wholesale,AXW291,24,2,5,1232.8,6164
SO - 0006628,07-04-2016,44,Wholesale,GUT930,37,1,5,1085.4,5427
SO - 0006629,08-04-2016,23,Distributor,GUT930,39,7,5,3953,19765
SO - 0006630,08-04-2016,49,Wholesale,GUT930,34,7,11,3604.6,39650.6
SO - 0006631,08-04-2016,21,Distributor,NXH382,55,5,12,2666.6,31999.2
SO - 0006632,08-04-2016,7,Export,AXW291,8,1,8,3939.6,31516.8
SO - 0006633,08-04-2016,48,Export,AXW291,12,7,10,3966.4,39664
SO - 0006634,08-04-2016,48,Wholesale,AXW291,11,11,5,2653.2,13266
SO - 0006635,09-04-2016,18,Distributor,NXH382,60,7,6,984.9,5909.4
SO - 0006636,09-04-2016,40,Distributor,AXW291,3,5,7,241.2,1688.4
SO - 0006637,09-04-2016,34,Distributor,AXW291,13,2,6,2224.4,13346.4
SO - 0006638,09-04-2016,46,Export,FLR025,64,6,7,1031.8,7222.6
SO - 0006639,09-04-2016,10,Wholesale,AXW291,13,7,5,1025.1,5125.5
SO - 0006640,09-04-2016,15,Wholesale,AXW291,19,1,11,3953,43483
SO - 0006641,10-04-2016,19,Wholesale,AXW291,23,13,6,2847.5,17085
SO - 0006642,10-04-2016,27,Distributor,AXW291,6,4,7,2505.8,17540.6
SO - 0006643,10-04-2016,23,Wholesale,AXW291,17,13,8,1065.3,8522.4
SO - 0006644,10-04-2016,18,Distributor,AXW291,2,11,7,5507.4,38551.8
SO - 0006645,10-04-2016,47,Export,GUT930,44,11,8,958.1,7664.8
SO - 0006646,11-04-2016,47,Wholesale,NXH382,53,5,11,1849.2,20341.2
SO - 0006647,11-04-2016,19,Wholesale,AXW291,24,11,9,6170.7,55536.3
SO - 0006648,11-04-2016,31,Wholesale,AXW291,12,11,7,2700.1,18900.7
SO - 0006649,11-04-2016,25,Distributor,FLR025,61,2,7,1018.4,7128.8
SO - 0006650,11-04-2016,21,Distributor,AXW291,5,2,9,5306.4,47757.6
SO - 0006651,11-04-2016,27,Wholesale,GUT930,44,2,11,2626.4,28890.4
SO - 0006652,11-04-2016,25,Distributor,AXW291,14,2,8,837.5,6700
SO - 0006653,12-04-2016,44,Export,AXW291,24,9,10,917.9,9179
SO - 0006654,12-04-2016,26,Distributor,GUT930,33,13,10,2827.4,28274
SO - 0006655,12-04-2016,49,Wholesale,AXW291,28,5,8,1145.7,9165.6
SO - 0006656,12-04-2016,19,Wholesale,AXW291,4,12,8,844.2,6753.6
