Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Total Profit
Sports Direct,1185732,04-08-2021,Northeast,Connecticut,Hartford,Women's Apparel,55,105,5775,2888,0.5,Online,2887.5
Sports Direct,1185732,03-09-2021,Northeast,Connecticut,Hartford,Men's Street Footwear,52,125,6500,3510,0.5,Online,3250
Sports Direct,1185732,03-09-2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,47,75,3525,1833,0.5,Online,1762.5
Sports Direct,1185732,03-09-2021,Northeast,Connecticut,Hartford,Women's Street Footwear,41,60,2460,1082,0.4,Online,984
Sports Direct,1185732,03-09-2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,41,46,1886,849,0.5,Online,943
Sports Direct,1185732,03-09-2021,Northeast,Connecticut,Hartford,Men's Apparel,50,51,2550,1071,0.4,Online,1020
Sports Direct,1185732,03-09-2021,Northeast,Connecticut,Hartford,Women's Apparel,54,83,4482,2196,0.5,Online,2241
Sports Direct,1185732,05-10-2021,Northeast,Connecticut,Hartford,Men's Street Footwear,59,113,6667,3667,0.6,Online,4000.2
Sports Direct,1185732,05-10-2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,52,72,3744,1872,0.5,Online,1872
Sports Direct,1185732,05-10-2021,Northeast,Connecticut,Hartford,Women's Street Footwear,53,49,2597,1117,0.4,Online,1038.8
Sports Direct,1185732,05-10-2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,50,38,1900,760,0.4,Online,760
Sports Direct,1185732,05-10-2021,Northeast,Connecticut,Hartford,Men's Apparel,64,42,2688,1129,0.4,Online,1075.2
Foot Locker,1185732,05-10-2021,Northeast,Connecticut,Hartford,Women's Apparel,63,74,4662,2331,0.5,Online,2331
Foot Locker,1185732,04-11-2021,Northeast,Connecticut,Hartford,Men's Street Footwear,60,111,6660,3330,0.5,Online,3330
Foot Locker,1185732,04-11-2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,51,84,4284,2228,0.5,Online,2142
Foot Locker,1185732,04-11-2021,Northeast,Connecticut,Hartford,Women's Street Footwear,51,80,4080,1836,0.5,Online,2040
Foot Locker,1185732,04-11-2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,50,80,4000,1680,0.4,Online,1600
Foot Locker,1185732,04-11-2021,Northeast,Connecticut,Hartford,Men's Apparel,60,68,4080,1795,0.4,Online,1632
Foot Locker,1185732,04-11-2021,Northeast,Connecticut,Hartford,Women's Apparel,67,95,6365,2992,0.5,Online,3182.5
Foot Locker,1185732,03-12-2021,Northeast,Connecticut,Hartford,Men's Street Footwear,59,150,8850,4514,0.5,Online,4425
Foot Locker,1185732,03-12-2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,51,101,5151,2627,0.5,Online,2575.5
Foot Locker,1185732,03-12-2021,Northeast,Connecticut,Hartford,Women's Street Footwear,50,88,4400,1980,0.5,Online,2200
Foot Locker,1185732,03-12-2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,53,87,4611,1937,0.4,Online,1844.4
Foot Locker,1185732,03-12-2021,Northeast,Connecticut,Hartford,Men's Apparel,60,78,4680,2106,0.5,Online,2340
Foot Locker,1185732,03-12-2021,Northeast,Connecticut,Hartford,Women's Apparel,67,112,7504,3452,0.5,Online,3752
Foot Locker,1185732,10-01-2021,Northeast,Connecticut,Hartford,Men's Street Footwear,34,115,3910,1799,0.5,Online,1955
Foot Locker,1185732,10-01-2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,34,63,2142,964,0.5,Online,1071
Foot Locker,1185732,10-01-2021,Northeast,Connecticut,Hartford,Women's Street Footwear,24,63,1512,832,0.6,Online,907.2
Foot Locker,1185732,10-01-2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,29,20,580,307,0.5,Online,290
Foot Locker,1185732,10-01-2021,Northeast,Connecticut,Hartford,Men's Apparel,44,33,1452,581,0.4,Online,580.8
Foot Locker,1185732,10-01-2021,Northeast,Connecticut,Hartford,Women's Apparel,33,63,2079,1123,0.5,Online,1039.5
Foot Locker,1185732,08-02-2021,Northeast,Connecticut,Hartford,Men's Street Footwear,34,119,4046,1983,0.5,Online,2023
Foot Locker,1185732,08-02-2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,34,36,1224,575,0.5,Online,612
Foot Locker,1185732,08-02-2021,Northeast,Connecticut,Hartford,Women's Street Footwear,24,49,1176,588,0.5,Online,588
Foot Locker,1185732,08-02-2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,29,13,377,204,0.5,Online,188.5
Foot Locker,1185732,08-02-2021,Northeast,Rhode Island,Providence,Men's Apparel,41,35,1435,588,0.4,Online,574
Foot Locker,1185732,08-02-2021,Northeast,Rhode Island,Providence,Women's Apparel,33,65,2145,1137,0.5,Online,1072.5
Foot Locker,1185732,06-03-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,34,111,3774,1887,0.5,Online,1887
Foot Locker,1185732,06-03-2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,34,44,1496,673,0.5,Online,748
Foot Locker,1185732,06-03-2021,Northeast,Rhode Island,Providence,Women's Street Footwear,23,51,1173,610,0.5,Online,586.5
Foot Locker,1185732,06-03-2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,29,8,232,116,0.5,Online,116
Foot Locker,1185732,06-03-2021,Northeast,Rhode Island,Providence,Men's Apparel,44,20,880,396,0.5,Online,440
Foot Locker,1185732,06-03-2021,Northeast,Rhode Island,Providence,Women's Apparel,32,51,1632,881,0.5,Online,816
Foot Locker,1185732,07-04-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,32,111,3552,1740,0.5,Online,1776
Foot Locker,1185732,07-04-2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,32,33,1056,528,0.5,Online,528
Foot Locker,1185732,07-04-2021,Northeast,Rhode Island,Providence,Women's Street Footwear,24,36,864,449,0.5,Online,432
Foot Locker,1185732,07-04-2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,29,13,377,200,0.5,Online,188.5
Foot Locker,1185732,07-04-2021,Northeast,Rhode Island,Providence,Men's Apparel,44,15,660,264,0.4,Online,264
Foot Locker,1185732,07-04-2021,Northeast,Rhode Island,Providence,Women's Apparel,33,50,1650,858,0.5,Online,825
Foot Locker,1185732,06-05-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,49,122,5978,2989,0.5,Online,2989
Foot Locker,1185732,06-05-2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,43,49,2107,948,0.5,Online,1053.5
Foot Locker,1185732,06-05-2021,Northeast,Rhode Island,Providence,Women's Street Footwear,39,60,2340,1264,0.5,Online,1170
Foot Locker,1185732,06-05-2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39,44,1716,892,0.5,Online,858
Foot Locker,1185732,06-05-2021,Northeast,Rhode Island,Providence,Men's Apparel,49,46,2254,902,0.4,Online,901.6
Foot Locker,1185732,06-05-2021,Northeast,Rhode Island,Providence,Women's Apparel,52,81,4212,2232,0.5,Online,2106
Foot Locker,1185732,08-06-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,47,138,6486,2919,0.5,Online,3243
Foot Locker,1185732,08-06-2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,41,90,3690,1808,0.5,Online,1845
Foot Locker,1185732,08-06-2021,Northeast,Rhode Island,Providence,Women's Street Footwear,39,65,2535,1394,0.6,Online,1521
Foot Locker,1185732,08-06-2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39,60,2340,1264,0.5,Online,1170
Foot Locker,1185732,08-06-2021,Northeast,Rhode Island,Providence,Men's Apparel,48,58,2784,1141,0.4,Online,1113.6
Foot Locker,1185732,08-06-2021,Northeast,Rhode Island,Providence,Women's Apparel,51,88,4488,2289,0.5,Online,2244
Foot Locker,1185732,06-07-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,46,167,7682,3457,0.5,Online,3841
Foot Locker,1185732,06-07-2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,41,81,3321,1661,0.5,Online,1660.5
Foot Locker,1185732,06-07-2021,Northeast,Rhode Island,Providence,Women's Street Footwear,37,65,2405,1251,0.5,Online,1202.5
Foot Locker,1185732,06-07-2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,37,58,2146,1116,0.5,Online,1073
Foot Locker,1185732,06-07-2021,Northeast,Rhode Island,Providence,Men's Apparel,47,63,2961,1184,0.4,Online,1184.4
Foot Locker,1185732,06-07-2021,Northeast,Rhode Island,Providence,Women's Apparel,50,116,5800,2900,0.5,Online,2900
Foot Locker,1185732,07-08-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,46,143,6578,3157,0.5,Online,3289
Foot Locker,1185732,07-08-2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,42,91,3822,1796,0.5,Online,1911
Foot Locker,1185732,07-08-2021,Northeast,Rhode Island,Providence,Women's Street Footwear,38,75,2850,1568,0.6,Online,1710
Foot Locker,1185732,07-08-2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,37,39,1443,765,0.5,Online,721.5
Foot Locker,1185732,07-08-2021,Northeast,Rhode Island,Providence,Men's Apparel,45,31,1395,558,0.4,Online,558
Foot Locker,1185732,07-08-2021,Northeast,Rhode Island,Providence,Women's Apparel,52,87,4524,2443,0.5,Online,2262
Foot Locker,1185732,06-09-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,45,111,4995,2248,0.5,Online,2497.5
Foot Locker,1185732,06-09-2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,43,56,2408,1156,0.5,Online,1204
Foot Locker,1185732,06-09-2021,Northeast,Rhode Island,Providence,Women's Street Footwear,36,38,1368,698,0.5,Online,684
Foot Locker,1185732,06-09-2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39,27,1053,569,0.5,Online,526.5
Foot Locker,1185732,06-09-2021,Northeast,Rhode Island,Providence,Men's Apparel,47,27,1269,520,0.4,Online,507.6
Foot Locker,1185732,06-09-2021,Northeast,Rhode Island,Providence,Women's Apparel,52,58,3016,1538,0.5,Online,1508
Foot Locker,1185732,08-10-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,53,94,4982,2491,0.5,Online,2491
Foot Locker,1185732,08-10-2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,46,56,2576,1262,0.5,Online,1288
Foot Locker,1185732,08-10-2021,Northeast,Rhode Island,Providence,Women's Street Footwear,45,29,1305,679,0.5,Online,652.5
Foot Locker,1185732,08-10-2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,47,23,1081,541,0.5,Online,540.5
Foot Locker,1185732,08-10-2021,Northeast,Rhode Island,Providence,Men's Apparel,55,19,1045,418,0.4,Online,418
Sports Direct,1185732,08-10-2021,Northeast,Rhode Island,Providence,Women's Apparel,64,58,3712,1893,0.5,Online,1856
Sports Direct,1185732,07-11-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,55,95,5225,2560,0.5,Online,2612.5
Sports Direct,1185732,07-11-2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,46,63,2898,1304,0.5,Online,1449
Sports Direct,1185732,07-11-2021,Northeast,Rhode Island,Providence,Women's Street Footwear,48,64,3072,1659,0.5,Online,1536
Sports Direct,1185732,07-11-2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,48,58,2784,1531,0.6,Online,1670.4
Sports Direct,1185732,07-11-2021,Northeast,Rhode Island,Providence,Men's Apparel,58,44,2552,1123,0.4,Online,1020.8
Sports Direct,1185732,07-11-2021,Northeast,Rhode Island,Providence,Women's Apparel,60,77,4620,2402,0.5,Online,2310
Sports Direct,1185732,06-12-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,54,135,7290,3645,0.5,Online,3645
Sports Direct,1185732,06-12-2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,78,3510,1685,0.5,Online,1755
Sports Direct,1185732,06-12-2021,Northeast,Rhode Island,Providence,Women's Street Footwear,47,74,3478,1774,0.5,Online,1739
Sports Direct,1185732,06-12-2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,48,65,3120,1560,0.5,Online,1560
Sports Direct,1185732,06-12-2021,Northeast,Rhode Island,Providence,Men's Apparel,56,68,3808,1637,0.4,Online,1523.2
Sports Direct,1185732,06-12-2021,Northeast,Rhode Island,Providence,Women's Apparel,60,85,5100,2805,0.6,Online,3060
Sports Direct,1185732,17-01-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,38,126,4788,2059,0.4,Online,1915.2
Sports Direct,1185732,17-01-2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,38,68,2584,1137,0.4,Online,1033.6
Sports Direct,1185732,17-01-2021,Northeast,Rhode Island,Providence,Women's Street Footwear,27,73,1971,710,0.4,Online,788.4
Sports Direct,1185732,17-01-2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,34,26,884,336,0.4,Online,353.6
Sports Direct,1185732,17-01-2021,Northeast,Rhode Island,Providence,Men's Apparel,48,41,1968,768,0.4,Online,787.2
Sports Direct,1185732,17-01-2021,Northeast,Rhode Island,Providence,Women's Apparel,38,70,2660,1091,0.4,Online,1064
Sports Direct,1185732,15-02-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,36,140,5040,2066,0.4,Online,2016
Sports Direct,1185732,15-02-2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,38,41,1558,654,0.4,Online,623.2
Sports Direct,1185732,15-02-2021,Northeast,Rhode Island,Providence,Women's Street Footwear,29,60,1740,661,0.4,Online,696
Sports Direct,1185732,15-02-2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32,68,2176,827,0.4,Online,870.4
Sports Direct,1185732,15-02-2021,Northeast,Massachusetts,Boston,Men's Apparel,48,41,1968,748,0.4,Online,787.2
Sports Direct,1185732,15-02-2021,Northeast,Massachusetts,Boston,Women's Apparel,38,75,2850,1254,0.4,Online,1140
Sports Direct,1185732,13-03-2021,Northeast,Massachusetts,Boston,Men's Street Footwear,38,127,4826,2123,0.4,Online,1930.4
Sports Direct,1185732,13-03-2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,38,47,1786,804,0.5,Online,893
Sports Direct,1185732,13-03-2021,Northeast,Massachusetts,Boston,Women's Street Footwear,28,50,1400,546,0.4,Online,560
Sports Direct,1185732,13-03-2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,34,87,2958,1065,0.4,Online,1183.2
Sports Direct,1185732,13-03-2021,Northeast,Massachusetts,Boston,Men's Apparel,46,29,1334,520,0.4,Online,533.6
Sports Direct,1185732,13-03-2021,Northeast,Massachusetts,Boston,Women's Apparel,39,54,2106,863,0.4,Online,842.4
Sports Direct,1185732,14-04-2021,Northeast,Massachusetts,Boston,Men's Street Footwear,38,117,4446,2001,0.5,Online,2223
Sports Direct,1185732,14-04-2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,37,45,1665,733,0.4,Online,666
Sports Direct,1185732,14-04-2021,Northeast,Massachusetts,Boston,Women's Street Footwear,29,41,1189,416,0.4,Online,475.6
Sports Direct,1185732,14-04-2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32,35,1120,437,0.4,Online,448
Sports Direct,1185732,14-04-2021,Northeast,Massachusetts,Boston,Men's Apparel,49,33,1617,614,0.4,Online,646.8
Sports Direct,1185732,14-04-2021,Northeast,Massachusetts,Boston,Women's Apparel,39,83,3237,1424,0.4,Online,1294.8
Sports Direct,1185732,13-05-2021,Northeast,Massachusetts,Boston,Men's Street Footwear,53,129,6837,2940,0.4,Online,2734.8
Sports Direct,1185732,13-05-2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,47,54,2538,1091,0.4,Online,1015.2
Sports Direct,1185732,13-05-2021,Northeast,Massachusetts,Boston,Women's Street Footwear,41,56,2296,918,0.4,Online,918.4
Sports Direct,1185732,13-05-2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,44,47,2068,807,0.4,Online,827.2
Sports Direct,1185732,13-05-2021,Northeast,Massachusetts,Boston,Men's Apparel,50,54,2700,1026,0.4,Online,1080
Sports Direct,1185732,13-05-2021,Northeast,Massachusetts,Boston,Women's Apparel,55,88,4840,1984,0.4,Online,1936
Sports Direct,1185732,15-06-2021,Northeast,Massachusetts,Boston,Men's Street Footwear,51,155,7905,3320,0.4,Online,3162
Sports Direct,1185732,15-06-2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,47,94,4418,1856,0.4,Online,1767.2
Sports Direct,1185732,15-06-2021,Northeast,Massachusetts,Boston,Women's Street Footwear,42,68,2856,1028,0.4,Online,1142.4
Sports Direct,1185732,15-06-2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,41,65,2665,933,0.4,Online,1066
Sports Direct,1185732,15-06-2021,Northeast,Massachusetts,Boston,Men's Apparel,51,59,3009,1143,0.4,Online,1203.6
Sports Direct,1185732,15-06-2021,Northeast,Massachusetts,Boston,Women's Apparel,54,101,5454,2182,0.4,Online,2181.6
Sports Direct,1185732,13-07-2021,Northeast,Massachusetts,Boston,Men's Street Footwear,52,150,7800,3276,0.4,Online,3120
Sports Direct,1185732,13-07-2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,49,105,5145,2212,0.4,Online,2058
Sports Direct,1185732,13-07-2021,Northeast,Massachusetts,Boston,Women's Street Footwear,41,77,3157,1168,0.4,Online,1262.8
Sports Direct,1185732,13-07-2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,44,56,2464,887,0.4,Online,985.6
Sports Direct,1185732,13-07-2021,Northeast,Massachusetts,Boston,Men's Apparel,53,68,3604,1406,0.4,Online,1441.6
Sports Direct,1185732,13-07-2021,Northeast,Massachusetts,Boston,Women's Apparel,55,128,7040,2957,0.4,Online,2816
Sports Direct,1185732,14-08-2021,Northeast,Massachusetts,Boston,Men's Street Footwear,50,161,8050,3542,0.4,Online,3220
Sports Direct,1185732,14-08-2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,47,88,4136,1696,0.4,Online,1654.4
Sports Direct,1185732,14-08-2021,Northeast,Massachusetts,Boston,Women's Street Footwear,42,69,2898,1014,0.4,Online,1159.2
Sports Direct,1185732,14-08-2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,42,51,2142,771,0.4,Online,856.8
Sports Direct,1185732,14-08-2021,Northeast,Massachusetts,Boston,Men's Apparel,50,44,2200,814,0.4,Online,880
Sports Direct,1185732,14-08-2021,Northeast,Massachusetts,Boston,Women's Apparel,58,91,5278,2375,0.5,Online,2639
Sports Direct,1185732,13-09-2021,Northeast,Massachusetts,Boston,Men's Street Footwear,53,135,7155,3005,0.4,Online,2862
Sports Direct,1185732,13-09-2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,49,63,3087,1235,0.4,Online,1234.8
Sports Direct,1185732,13-09-2021,Northeast,Massachusetts,Boston,Women's Street Footwear,41,39,1599,592,0.4,Online,639.6
Sports Direct,1185732,13-09-2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,42,36,1512,605,0.4,Online,604.8
Sports Direct,1185732,13-09-2021,Northeast,Massachusetts,Boston,Men's Apparel,52,34,1768,636,0.4,Online,707.2
Sports Direct,1185732,13-09-2021,Northeast,Massachusetts,Boston,Women's Apparel,57,63,3591,1616,0.5,Online,1795.5
Sports Direct,1185732,15-10-2021,Northeast,Massachusetts,Boston,Men's Street Footwear,57,120,6840,3078,0.5,Online,3420
Sports Direct,1185732,15-10-2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,53,56,2968,1336,0.5,Online,1484
Sports Direct,1185732,15-10-2021,Northeast,Massachusetts,Boston,Women's Street Footwear,53,34,1802,631,0.4,Online,720.8
Sports Direct,1185732,15-10-2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,54,27,1458,554,0.4,Online,583.2
Sports Direct,1185732,15-10-2021,Northeast,Massachusetts,Boston,Men's Apparel,62,27,1674,586,0.4,Online,669.6
Amazon,1185732,15-10-2021,Northeast,Massachusetts,Boston,Women's Apparel,66,65,4290,1888,0.4,Online,1716
Amazon,1185732,14-11-2021,Northeast,Massachusetts,Boston,Men's Street Footwear,62,113,7006,3013,0.4,Online,2802.4
Amazon,1185732,14-11-2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,52,90,4680,2059,0.4,Online,1872
Amazon,1185732,14-11-2021,Northeast,Massachusetts,Boston,Women's Street Footwear,50,83,4150,1494,0.4,Online,1660
Amazon,1185732,14-11-2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,51,80,4080,1591,0.4,Online,1632
Amazon,1185732,14-11-2021,Northeast,Massachusetts,Boston,Men's Apparel,63,70,4410,1676,0.4,Online,1764
Amazon,1185732,14-11-2021,Northeast,Massachusetts,Boston,Women's Apparel,64,98,6272,2822,0.5,Online,3136
Amazon,1185732,13-12-2021,Northeast,Massachusetts,Boston,Men's Street Footwear,64,150,9600,3936,0.4,Online,3840
Amazon,1185732,13-12-2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,53,105,5565,2226,0.4,Online,2226
Amazon,1185732,13-12-2021,Northeast,Massachusetts,Boston,Women's Street Footwear,51,98,4998,1949,0.4,Online,1999.2
Amazon,1185732,13-12-2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,52,75,3900,1482,0.4,Online,1560
Amazon,1185732,13-12-2021,Northeast,Massachusetts,Boston,Men's Apparel,62,84,5208,2031,0.4,Online,2083.2
Amazon,1185732,13-12-2021,Northeast,Massachusetts,Boston,Women's Apparel,65,112,7280,3203,0.4,Online,2912
Amazon,1185732,14-01-2021,Northeast,Massachusetts,Boston,Men's Street Footwear,44,152,6688,3678,0.6,Online,4012.8
Amazon,1185732,14-01-2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,42,94,3948,2369,0.6,Online,2368.8
Amazon,1185732,14-01-2021,Northeast,Massachusetts,Boston,Women's Street Footwear,32,91,2912,1310,0.5,Online,1456
Amazon,1185732,14-01-2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,39,44,1716,841,0.5,Online,858
Amazon,1185732,14-01-2021,Northeast,Massachusetts,Boston,Men's Apparel,52,68,3536,1662,0.5,Online,1768
Amazon,1185732,14-01-2021,Northeast,Massachusetts,Boston,Women's Apparel,44,98,4312,2199,0.5,Online,2156
Amazon,1185732,12-02-2021,Northeast,Massachusetts,Boston,Men's Street Footwear,41,167,6847,3834,0.6,Online,4108.2
Amazon,1185732,12-02-2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,44,61,2684,1610,0.6,Online,1610.4
Amazon,1185732,12-02-2021,Northeast,Massachusetts,Boston,Women's Street Footwear,33,74,2442,1221,0.5,Online,1221
Amazon,1185732,12-02-2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,36,45,1620,745,0.5,Online,810
Amazon,1185732,12-02-2021,Northeast,Vermont,Burlington,Men's Apparel,54,63,3402,1701,0.5,Online,1701
Amazon,1185732,12-02-2021,Northeast,Vermont,Burlington,Women's Apparel,43,85,3655,1974,0.5,Online,1827.5
Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Men's Street Footwear,44,142,6248,3749,0.6,Online,3748.8
Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,42,70,2940,1676,0.6,Online,1764
Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Women's Street Footwear,34,77,2618,1283,0.5,Online,1309
Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,36,38,1368,670,0.5,Online,684
Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Men's Apparel,51,47,2397,1175,0.5,Online,1198.5
Amazon,1185732,10-03-2021,Northeast,Vermont,Burlington,Women's Apparel,41,80,3280,1804,0.6,Online,1968
Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Men's Street Footwear,41,137,5617,3146,0.6,Online,3370.2
Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,43,56,2408,1397,0.6,Online,1444.8
Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Women's Street Footwear,32,65,2080,1040,0.5,Online,1040
Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,36,44,1584,792,0.5,Online,792
Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Men's Apparel,51,38,1938,891,0.5,Online,969
Amazon,1185732,11-04-2021,Northeast,Vermont,Burlington,Women's Apparel,44,90,3960,2020,0.5,Online,1980
Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Men's Street Footwear,55,154,8470,4828,0.6,Online,5082
Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,54,80,4320,2419,0.6,Online,2592
Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Women's Street Footwear,49,75,3675,1691,0.5,Online,1837.5
Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,46,65,2990,1405,0.5,Online,1495
Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Men's Apparel,55,72,3960,1861,0.5,Online,1980
Amazon,1185732,10-05-2021,Northeast,Vermont,Burlington,Women's Apparel,60,120,7200,3744,0.5,Online,3600
Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Men's Street Footwear,58,163,9454,5483,0.6,Online,5672.4
Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,53,116,6148,3627,0.6,Online,3688.8
Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Women's Street Footwear,45,81,3645,1713,0.5,Online,1822.5
Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,47,90,4230,1904,0.5,Online,2115
Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Men's Apparel,58,81,4698,2349,0.5,Online,2349
Amazon,1185732,12-06-2021,Northeast,Vermont,Burlington,Women's Apparel,62,117,7254,3772,0.5,Online,3627
Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Men's Street Footwear,54,182,9828,5602,0.6,Online,5896.8
Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,51,115,5865,3284,0.6,Online,3519
Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Women's Street Footwear,46,98,4508,2164,0.5,Online,2254
Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,46,90,4140,2029,0.5,Online,2070
Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Men's Apparel,54,94,5076,2386,0.5,Online,2538
Amazon,1185732,10-07-2021,Northeast,Vermont,Burlington,Women's Apparel,61,125,7625,3965,0.5,Online,3812.5
Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Men's Street Footwear,58,176,10208,6125,0.6,Online,6124.8
Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,53,106,5618,3315,0.6,Online,3370.8
Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Women's Street Footwear,48,105,5040,2318,0.5,Online,2520
Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,49,68,3332,1566,0.5,Online,1666
Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Men's Apparel,57,65,3705,1815,0.5,Online,1852.5
Amazon,1185732,11-08-2021,Northeast,Vermont,Burlington,Women's Apparel,61,104,6344,3235,0.5,Online,3172
Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Men's Street Footwear,56,137,7672,4373,0.6,Online,4603.2
Amazon,1185732,10-09-2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,50,85,4250,2550,0.6,Online,2550
